conference,year,title,abstract,authors,paper_url,pdf_url,source
ICLR,2015,Embedding Entities and Relations for Learning and Inference in Knowledge Bases,,Bishan Yang; Scott Yih; Xiaodong He; Jianfeng Gao; Li Deng,http://arxiv.org/abs/1412.6575,https://arxiv.org/pdf/1412.6575.pdf,iclr_archive
ICLR,2015,Explaining and Harnessing Adversarial Examples,,Ian Goodfellow; Jon Shlens; Christian Szegedy,http://arxiv.org/abs/1412.6572,https://arxiv.org/pdf/1412.6572.pdf,iclr_archive
ICLR,2015,Modeling Compositionality with Multiplicative Recurrent Neural Networks,,Ozan Irsoy; Claire Cardie,http://arxiv.org/abs/1412.6577,https://arxiv.org/pdf/1412.6577.pdf,iclr_archive
ICLR,2015,Speeding-up Convolutional Neural Networks Using Fine-tuned CP-Decomposition,,Vadim Lebedev; Yaroslav Ganin; Victor Lempitsky; Maksim Rakhuba; Ivan Oseledets,http://arxiv.org/abs/1412.6553,https://arxiv.org/pdf/1412.6553.pdf,iclr_archive
ICLR,2015,Zero-bias autoencoders and the benefits of co-adapting features,,Kishore Konda; Roland Memisevic; David Krueger,http://arxiv.org/abs/1402.3337,https://arxiv.org/pdf/1402.3337.pdf,iclr_archive
ICLR,2015,Automatic Discovery and Optimization of Parts for Image Classification,,Sobhan Naderi Parizi; Andrea Vedaldi; Andrew Zisserman; Pedro Felzenszwalb,http://arxiv.org/abs/1412.6598,https://arxiv.org/pdf/1412.6598.pdf,iclr_archive
ICLR,2015,Understanding Locally Competitive Networks,,Rupesh Srivastava; Jonathan Masci; Faustino Gomez; Juergen Schmidhuber,http://arxiv.org/abs/1410.1165,https://arxiv.org/pdf/1410.1165.pdf,iclr_archive
ICLR,2015,Leveraging Monolingual Data for Crosslingual Compositional Word Representations,,Hubert Soyer; Pontus Stenetorp; Akiko Aizawa,http://arxiv.org/abs/1412.6334,https://arxiv.org/pdf/1412.6334.pdf,iclr_archive
ICLR,2015,Move Evaluation in Go Using Deep Convolutional Neural Networks,,Chris Maddison; Aja Huang; Ilya Sutskever; David Silver,http://arxiv.org/abs/1412.6564,https://arxiv.org/pdf/1412.6564.pdf,iclr_archive
ICLR,2015,Generative Modeling of Convolutional Neural Networks,,Jifeng Dai; Yang Lu; Ying-Nian Wu,http://arxiv.org/abs/1412.6296,https://arxiv.org/pdf/1412.6296.pdf,iclr_archive
ICLR,2015,A Unified Perspective on Multi-Domain and Multi-Task Learning,,Yongxin Yang; Timothy Hospedales,http://arxiv.org/abs/1412.7489,https://arxiv.org/pdf/1412.7489.pdf,iclr_archive
